=======================================================================
ID     | NOME DO ALUNO                       | CURSO                    
4403   | Vitor Hugo Bentes                   | Psicologia               
4404   | Patricia da Penha                   | Sistemas de Informacao   
4405   | Dra. Davi Lucas Garcês              | Enfermagem               
4406   | Francisco Godinho                   | Administracao            
4407   | Thiago Martim                       | Enfermagem               
4408   | Ana Vitória Leiria                  | Ciencia da Computacao    
4409   | Lorena Ouriques                     | Psicologia               
4410   | Gabrielly Santos Jr.                | Engenharia de Software   
4411   | Tiago Fernandes                     | Psicologia               
4412   | Luiz Miguel Xavier                  | Sistemas de Informacao   
4413   | Valentina Domingues                 | Engenharia de Software   
4414   | Dra. Catarina Pereira               | Direito                  
4415   | Félix Lessa                         | Sistemas de Informacao   
4416   | Ana da Barra                        | Direito                  
4417   | Henrique Bittencourt Jr.            | Enfermagem               
4418   | Isabelly Vidal Filho                | Psicologia               
4419   | Malu Bulhões                        | Sistemas de Informacao   
4420   | Maria Luiza Ambrósio                | Enfermagem               
4421   | Salvador Neves                      | Administracao            
4422   | Srta. Emanuel da Rocha              | Medicina                 
4423   | Ruan da Luz                         | Agronomia                
4424   | Dr. Francisca Cruz                  | Medicina                 
4425   | Ana Porto                           | Administracao            
4426   | Ana Júlia Barbosa                   | Medicina                 
4427   | Lívia Bernardes                     | Direito                  
4428   | Srta. Alícia Espinhosa              | Direito                  
4429   | Isabela Antena                      | Ciencia da Computacao    
4430   | Vinicius Louzada                    | Enfermagem               
4431   | Beatriz Galvão                      | Medicina                 
4432   | Emanuel Arantes                     | Engenharia de Software   
4433   | Carlos Eduardo Barbosa Filho        | Psicologia               
4434   | Sophie Monteira                     | Administracao            
4435   | Bárbara da Silva                    | Arquitetura              
4436   | Maria Isis da Fontoura              | Ciencia da Computacao    
4437   | João Miguel Domingues               | Agronomia                
4438   | Carlos Caldeira                     | Direito                  
4439   | Sra. Otávio Junqueira               | Enfermagem               
4440   | Dra. Vitor Reis                     | Medicina                 
4441   | Aurora Grotas                       | Arquitetura              
4442   | Maria Rocha                         | Engenharia de Software   
4443   | Felipe Camacho                      | Arquitetura              
4444   | Bruna Fontes                        | Agronomia                
4445   | Morgana Veles                       | Direito                  
4446   | Júlia de Lara                       | Agronomia                
4447   | Sara Velasques                      | Sistemas de Informacao   
4448   | Arthur Carvalho                     | Sistemas de Informacao   
4449   | Nathan Rezende                      | Medicina                 
4450   | Cauã Aragão                         | Sistemas de Informacao   
4451   | Joaquim Barbosa                     | Agronomia                
4452   | Márcia Melo                         | Administracao            
4453   | Letícia Soares                      | Agronomia                
4454   | João Samuel Coqueiro Jr.            | Agronomia                
4455   | Sirineu Caldeira                    | Engenharia de Software   
4456   | Fabrício Parreira                   | Direito                  
4457   | Heitor da Fontoura                  | Enfermagem               
4458   | Luiz Gustavo Neves                  | Engenharia de Software   
4459   | Davi Custódio                       | Enfermagem               
4460   | Pedro Tobias Geraldes               | Direito                  
4461   | Margarida Santos                    | Agronomia                
